measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,New Mexico,Both,All Ages,Other drug use disorders,Percent,1993,0.0013628949342,0.00148161945929,0.00124046912237
Prevalence,Illinois,Both,All Ages,Drug use disorders,Percent,1993,0.0274011550584,0.0289396597791,0.0260557031301
Prevalence,Illinois,Both,All Ages,Opioid use disorders,Percent,1993,0.0112987835849,0.0122146179703,0.0102016608195
Prevalence,Illinois,Both,All Ages,Cocaine use disorders,Percent,1993,0.00624890831712,0.00672316684171,0.00584101621352
Prevalence,Illinois,Both,All Ages,Amphetamine use disorders,Percent,1993,0.00124462093761,0.00164606363496,0.000948970690137
Prevalence,Illinois,Both,All Ages,Cannabis use disorders,Percent,1993,0.00789388369611,0.00897202002866,0.0069714832033
Prevalence,Illinois,Both,All Ages,Other drug use disorders,Percent,1993,0.00119611642814,0.00129461200896,0.00109177807618
Prevalence,Nevada,Both,All Ages,Drug use disorders,Percent,1995,0.0334985733085,0.0351996196729,0.0319217901106
Prevalence,Nevada,Both,All Ages,Opioid use disorders,Percent,1995,0.0155678473086,0.0165644629063,0.0145200596569
Prevalence,Nevada,Both,All Ages,Cocaine use disorders,Percent,1995,0.00575640436063,0.00619325940519,0.00537117035603
Prevalence,Nevada,Both,All Ages,Amphetamine use disorders,Percent,1995,0.00349396471899,0.00398309157842,0.00307436076348
Prevalence,Nevada,Both,All Ages,Cannabis use disorders,Percent,1995,0.00798249551919,0.00918630626484,0.00685793468678
Prevalence,Nevada,Both,All Ages,Other drug use disorders,Percent,1995,0.00147207899686,0.00162368449692,0.00133192420634
Prevalence,Vermont,Both,All Ages,Drug use disorders,Percent,1993,0.0354174263907,0.0375116891968,0.0334807358932
Prevalence,Vermont,Both,All Ages,Opioid use disorders,Percent,1993,0.0178549761055,0.0193933356124,0.0164229684102
Prevalence,New Jersey,Both,All Ages,Drug use disorders,Percent,1993,0.030389367281,0.0323081884641,0.0288179825456
Prevalence,New Jersey,Both,All Ages,Opioid use disorders,Percent,1993,0.0150766754264,0.0162313004304,0.0141055100353
Prevalence,New Jersey,Both,All Ages,Cocaine use disorders,Percent,1993,0.00631081317302,0.00668088863016,0.00594146362909
Prevalence,New Jersey,Both,All Ages,Amphetamine use disorders,Percent,1993,0.00109309405176,0.00143765469471,0.000821308965257
Prevalence,New Jersey,Both,All Ages,Cannabis use disorders,Percent,1993,0.00727200435488,0.00846024197712,0.00632769903974
Prevalence,New Jersey,Both,All Ages,Other drug use disorders,Percent,1993,0.00132032989402,0.00144157877032,0.00121756037467
Prevalence,Illinois,Both,All Ages,Drug use disorders,Percent,1994,0.0272898549238,0.0289158356262,0.0260193050379
Prevalence,Illinois,Both,All Ages,Opioid use disorders,Percent,1994,0.0112637598398,0.0121732142849,0.0101724216307
Prevalence,Illinois,Both,All Ages,Cocaine use disorders,Percent,1994,0.00622745466943,0.00669490887668,0.00582700889522
Prevalence,Illinois,Both,All Ages,Amphetamine use disorders,Percent,1994,0.00124624995595,0.00164488718003,0.000950481029775
Prevalence,Illinois,Both,All Ages,Cannabis use disorders,Percent,1994,0.00786859764566,0.00893668227915,0.00695738345139
Prevalence,Illinois,Both,All Ages,Other drug use disorders,Percent,1994,0.00122623965265,0.00132650684792,0.00112006272918
Prevalence,Arkansas,Both,All Ages,Drug use disorders,Percent,1993,0.0344464132442,0.0360975739219,0.0327751179977
Prevalence,Arkansas,Both,All Ages,Opioid use disorders,Percent,1993,0.0127129014686,0.0142021929652,0.0115000848575
Prevalence,Arkansas,Both,All Ages,Cocaine use disorders,Percent,1993,0.00657602037103,0.00706138076888,0.00615251334119
Prevalence,Arkansas,Both,All Ages,Amphetamine use disorders,Percent,1993,0.00643729461774,0.00703094825565,0.00598446379615
Prevalence,Arkansas,Both,All Ages,Cannabis use disorders,Percent,1993,0.00861045344846,0.00984898405452,0.00766166138647
Prevalence,Arkansas,Both,All Ages,Other drug use disorders,Percent,1993,0.000995854470021,0.00108821219298,0.000906602871031
Prevalence,Oklahoma,Both,All Ages,Drug use disorders,Percent,1994,0.0328408872845,0.0346640686283,0.0307927823823
Prevalence,Oklahoma,Both,All Ages,Opioid use disorders,Percent,1994,0.0171469013458,0.0183043365916,0.0158178190328
Prevalence,Oklahoma,Both,All Ages,Cocaine use disorders,Percent,1994,0.00334344273044,0.00365334052799,0.00296274161269
Prevalence,Oklahoma,Both,All Ages,Amphetamine use disorders,Percent,1994,0.00497555363886,0.00555067870703,0.00448901131326
Prevalence,Oklahoma,Both,All Ages,Cannabis use disorders,Percent,1994,0.00698023531606,0.00809997031777,0.00601267496431
Prevalence,Oklahoma,Both,All Ages,Other drug use disorders,Percent,1994,0.00122017329666,0.00132721610558,0.00110986262854
Prevalence,Delaware,Both,All Ages,Drug use disorders,Percent,1995,0.038701515089,0.0403910144822,0.0370884372827
Prevalence,Delaware,Both,All Ages,Opioid use disorders,Percent,1995,0.0194272670772,0.0204873342896,0.0184787066132
Prevalence,Delaware,Both,All Ages,Cocaine use disorders,Percent,1995,0.00711964087982,0.00760663052797,0.00670615663694
Prevalence,Delaware,Both,All Ages,Amphetamine use disorders,Percent,1995,0.00125821951998,0.00165016116479,0.00093769276415
Prevalence,Delaware,Both,All Ages,Cannabis use disorders,Percent,1995,0.0106642895208,0.0119563777237,0.00950180498435
Prevalence,Delaware,Both,All Ages,Other drug use disorders,Percent,1995,0.00127710257553,0.00139023757345,0.00116223894981
Prevalence,Arizona,Both,All Ages,Drug use disorders,Percent,1994,0.038511566307,0.0405873970271,0.0367106875464
Prevalence,Arizona,Both,All Ages,Opioid use disorders,Percent,1994,0.0181224974707,0.0195271822417,0.0168593089246
Prevalence,Arizona,Both,All Ages,Cocaine use disorders,Percent,1994,0.00475785455901,0.00517074779077,0.00433488789427
Prevalence,Arizona,Both,All Ages,Amphetamine use disorders,Percent,1994,0.00550057758677,0.00608478287606,0.00498213525894
Prevalence,Arizona,Both,All Ages,Cannabis use disorders,Percent,1994,0.00991631445539,0.01104290233,0.00889325444138
Prevalence,Arizona,Both,All Ages,Other drug use disorders,Percent,1994,0.00130558993717,0.00141136255201,0.00118568530212
Prevalence,Alabama,Both,All Ages,Drug use disorders,Percent,1993,0.0282100270904,0.0300770903427,0.026334322485
Prevalence,Alabama,Both,All Ages,Opioid use disorders,Percent,1993,0.0135864637312,0.0146933542629,0.0124594575711
Prevalence,Alabama,Both,All Ages,Cocaine use disorders,Percent,1993,0.00438908568863,0.0047838651893,0.00401592494586
Prevalence,Alabama,Both,All Ages,Amphetamine use disorders,Percent,1993,0.00255322715848,0.00304542746242,0.00217986214475
Prevalence,Alabama,Both,All Ages,Cannabis use disorders,Percent,1993,0.00711836508909,0.008285454658,0.00606351155346
Prevalence,Hawaii,Both,All Ages,Drug use disorders,Percent,1994,0.0212568538548,0.0226352031098,0.0198872758741
Prevalence,Hawaii,Both,All Ages,Opioid use disorders,Percent,1994,0.00581532510506,0.00650103273426,0.00519116883372
Prevalence,Hawaii,Both,All Ages,Cocaine use disorders,Percent,1994,0.00614729206297,0.00658254672816,0.00577066554279
Prevalence,Hawaii,Both,All Ages,Amphetamine use disorders,Percent,1994,0.00126977992457,0.0016233912324,0.000955549342239
Prevalence,Hawaii,Both,All Ages,Cannabis use disorders,Percent,1994,0.00726660808786,0.00819903042688,0.0063819212006
Prevalence,Hawaii,Both,All Ages,Other drug use disorders,Percent,1994,0.00113046717684,0.00125169587483,0.00102256448135
Prevalence,Texas,Both,All Ages,Cannabis use disorders,Percent,1994,0.00826235289673,0.0093434768612,0.00725166870411
Prevalence,Texas,Both,All Ages,Other drug use disorders,Percent,1994,0.00117544871972,0.00129206039697,0.00108623150003
Prevalence,Hawaii,Both,All Ages,Drug use disorders,Percent,1992,0.0215305609656,0.0229841515943,0.020004919245
Prevalence,North Carolina,Both,All Ages,Drug use disorders,Percent,1994,0.0288001262894,0.0303996605086,0.0271854204386
Prevalence,West Virginia,Both,All Ages,Drug use disorders,Percent,1993,0.043158331584,0.0452222154421,0.0412301082853
Prevalence,West Virginia,Both,All Ages,Opioid use disorders,Percent,1993,0.0255914113191,0.0270742426458,0.0241881641865
Prevalence,West Virginia,Both,All Ages,Cocaine use disorders,Percent,1993,0.00544873773136,0.00581033967063,0.00502485647775
Prevalence,West Virginia,Both,All Ages,Amphetamine use disorders,Percent,1993,0.00306594803036,0.00355976765594,0.00269003775685
Prevalence,West Virginia,Both,All Ages,Cannabis use disorders,Percent,1993,0.0091343655512,0.0105131567991,0.00806063300917
Prevalence,Idaho,Both,All Ages,Amphetamine use disorders,Percent,1994,0.00415902526531,0.00471047302118,0.00365036586632
Prevalence,Idaho,Both,All Ages,Cannabis use disorders,Percent,1994,0.00822921685284,0.00938352537628,0.00704446246329
Prevalence,Idaho,Both,All Ages,Other drug use disorders,Percent,1994,0.0010894386072,0.00120593072707,0.000993203880547
Prevalence,California,Both,All Ages,Drug use disorders,Percent,1994,0.0304344511697,0.0320384121334,0.029031202586
Prevalence,California,Both,All Ages,Opioid use disorders,Percent,1994,0.00988452182719,0.0110640487068,0.00892145198019
Prevalence,California,Both,All Ages,Cocaine use disorders,Percent,1994,0.00460101796649,0.00500654585392,0.00427981460443
Prevalence,California,Both,All Ages,Amphetamine use disorders,Percent,1994,0.00302190000669,0.00354250619119,0.00260381553016
Prevalence,California,Both,All Ages,Cannabis use disorders,Percent,1994,0.0122445331508,0.0133697346199,0.0111523368515
Prevalence,California,Both,All Ages,Other drug use disorders,Percent,1994,0.00134389226955,0.00147575981217,0.0012230050255
Prevalence,Maine,Both,All Ages,Drug use disorders,Percent,1994,0.0299698650532,0.0315213430409,0.0283180690673
Prevalence,Maine,Both,All Ages,Opioid use disorders,Percent,1994,0.0136102039822,0.0146593222076,0.0124462929615
Prevalence,Maine,Both,All Ages,Cocaine use disorders,Percent,1994,0.00295676580702,0.00326995272062,0.00260306715727
Prevalence,Maine,Both,All Ages,Amphetamine use disorders,Percent,1994,0.00437967675198,0.00489943818955,0.00387573685259
Prevalence,Arkansas,Both,All Ages,Drug use disorders,Percent,1994,0.0343625207353,0.0360844570016,0.0324674808379
Prevalence,Arkansas,Both,All Ages,Opioid use disorders,Percent,1994,0.012581639785,0.0140391782814,0.0113845430624
Prevalence,Arkansas,Both,All Ages,Cocaine use disorders,Percent,1994,0.0065685181133,0.00705022089176,0.0061444231655
Prevalence,Arkansas,Both,All Ages,Amphetamine use disorders,Percent,1994,0.00642018593625,0.00700987781755,0.00596676781677
Prevalence,Arkansas,Both,All Ages,Cannabis use disorders,Percent,1994,0.00861955879423,0.00985109182027,0.00767432258401
Prevalence,Arkansas,Both,All Ages,Other drug use disorders,Percent,1994,0.00102645980822,0.00112000232905,0.000936062457472
Prevalence,Maine,Both,All Ages,Cannabis use disorders,Percent,1994,0.00845137802037,0.00970791760715,0.007522301198
Prevalence,Maine,Both,All Ages,Other drug use disorders,Percent,1994,0.00121339738019,0.00132759394073,0.00110155648334
Prevalence,Alabama,Both,All Ages,Other drug use disorders,Percent,1994,0.00115540381875,0.00126915455206,0.00105655939661
Prevalence,Alaska,Both,All Ages,Drug use disorders,Percent,1994,0.0280304608435,0.0295577806174,0.0264563949997
Prevalence,Alaska,Both,All Ages,Opioid use disorders,Percent,1994,0.00825274630371,0.00915961188837,0.00735796969715
Prevalence,Alaska,Both,All Ages,Cocaine use disorders,Percent,1994,0.00642337498104,0.00688787515356,0.00598163938778
Prevalence,Alaska,Both,All Ages,Amphetamine use disorders,Percent,1994,0.0013242356945,0.00168329219825,0.00100413486783
Prevalence,Alaska,Both,All Ages,Cannabis use disorders,Percent,1994,0.0111835088766,0.0126406739297,0.0100508035808
Prevalence,Alaska,Both,All Ages,Other drug use disorders,Percent,1994,0.00140685032509,0.00154178847094,0.00126990738361
Prevalence,Oregon,Both,All Ages,Drug use disorders,Percent,1993,0.0403197803821,0.0423882050423,0.038491332836
Prevalence,Oregon,Both,All Ages,Opioid use disorders,Percent,1993,0.0192987362968,0.0206571108863,0.0178653898645
Prevalence,Oregon,Both,All Ages,Cocaine use disorders,Percent,1993,0.00429203203756,0.00474416821254,0.00390870967486
Prevalence,Oregon,Both,All Ages,Amphetamine use disorders,Percent,1993,0.00552554930786,0.00601816299444,0.0050755131598
Prevalence,Oregon,Both,All Ages,Cannabis use disorders,Percent,1993,0.0111189039119,0.012330101515,0.0100543129559
Prevalence,Oregon,Both,All Ages,Other drug use disorders,Percent,1993,0.00127888152349,0.00138712713359,0.00115970936506
Prevalence,Indiana,Both,All Ages,Cocaine use disorders,Percent,1993,0.00394901834544,0.00429873167426,0.00355766726881
Prevalence,Indiana,Both,All Ages,Amphetamine use disorders,Percent,1993,0.00239449460172,0.00286119739651,0.00205572571712
Prevalence,Indiana,Both,All Ages,Cannabis use disorders,Percent,1993,0.00909342659804,0.0102024137351,0.00798755891879
Prevalence,Indiana,Both,All Ages,Other drug use disorders,Percent,1993,0.00121126163579,0.00132407985553,0.00109993114603
Prevalence,New Hampshire,Both,All Ages,Drug use disorders,Percent,1995,0.0386955904171,0.0403800542444,0.0371033496696
Prevalence,New Hampshire,Both,All Ages,Opioid use disorders,Percent,1995,0.0219719428015,0.0230344533499,0.0209277295534
Prevalence,New Hampshire,Both,All Ages,Cocaine use disorders,Percent,1995,0.00798311997019,0.00846287341666,0.0075701980576
Prevalence,New Hampshire,Both,All Ages,Amphetamine use disorders,Percent,1995,0.00122102477512,0.0016363614415,0.000898129600554
Prevalence,New Hampshire,Both,All Ages,Cannabis use disorders,Percent,1995,0.00719941233171,0.00836251368358,0.00614767360778
Prevalence,New Hampshire,Both,All Ages,Other drug use disorders,Percent,1995,0.00131577413288,0.001446048191,0.00119058080767
Prevalence,Pennsylvania,Both,All Ages,Amphetamine use disorders,Percent,1994,0.00200185242308,0.00239450475862,0.00167043311331
Prevalence,Pennsylvania,Both,All Ages,Cannabis use disorders,Percent,1994,0.00711080857601,0.00800287199254,0.00625787071236
Prevalence,Louisiana,Both,All Ages,Drug use disorders,Percent,1993,0.0354007124652,0.0372796973028,0.0334677355117
Prevalence,Louisiana,Both,All Ages,Opioid use disorders,Percent,1993,0.0174887908819,0.018793792662,0.0163034928592
Prevalence,Louisiana,Both,All Ages,Cocaine use disorders,Percent,1993,0.00559951658474,0.00602589370435,0.00523192831562
Prevalence,Louisiana,Both,All Ages,Amphetamine use disorders,Percent,1993,0.00421240165621,0.00477240939157,0.0037571152659
Prevalence,Louisiana,Both,All Ages,Cannabis use disorders,Percent,1993,0.00774942781595,0.00871281325438,0.00670326542542
Prevalence,Louisiana,Both,All Ages,Other drug use disorders,Percent,1993,0.00120400246383,0.00130540668004,0.0010866595266
Prevalence,Washington,Both,All Ages,Drug use disorders,Percent,1995,0.0324793198654,0.0340766575671,0.0308710352275
Prevalence,Washington,Both,All Ages,Opioid use disorders,Percent,1995,0.0130494608512,0.0139832047294,0.0121070705736
Prevalence,Washington,Both,All Ages,Cocaine use disorders,Percent,1995,0.00446181859262,0.00488229093974,0.00408984014891
Prevalence,Washington,Both,All Ages,Amphetamine use disorders,Percent,1995,0.00224711719743,0.0027531096997,0.00186269126228
Prevalence,Washington,Both,All Ages,Cannabis use disorders,Percent,1995,0.0120009220374,0.013250682344,0.0109040612295
Prevalence,Washington,Both,All Ages,Other drug use disorders,Percent,1995,0.00145213117975,0.00159633986147,0.0013209703714
Prevalence,Oklahoma,Both,All Ages,Opioid use disorders,Percent,1995,0.0170067048731,0.0179347093668,0.0160521812465
Prevalence,Oklahoma,Both,All Ages,Cocaine use disorders,Percent,1995,0.00334928233679,0.00373164339117,0.0030058475556
Prevalence,Oklahoma,Both,All Ages,Amphetamine use disorders,Percent,1995,0.00495419816851,0.00546689332475,0.00448997543612
Prevalence,Oklahoma,Both,All Ages,Cannabis use disorders,Percent,1995,0.00698119154509,0.00816458633742,0.00595690780738
Prevalence,Oklahoma,Both,All Ages,Other drug use disorders,Percent,1995,0.00125785954622,0.0013760395643,0.00114220605234
Prevalence,Wyoming,Both,All Ages,Drug use disorders,Percent,1995,0.0167367751349,0.0181847198456,0.0154222853988
Prevalence,Wyoming,Both,All Ages,Opioid use disorders,Percent,1995,0.00487651402654,0.00544138032758,0.00431425345005
Prevalence,Wyoming,Both,All Ages,Cocaine use disorders,Percent,1995,0.00280253452022,0.00316888941242,0.0024722404037
Prevalence,Wyoming,Both,All Ages,Amphetamine use disorders,Percent,1995,0.00122089720526,0.00164383564207,0.000889140869468
Prevalence,Wyoming,Both,All Ages,Cannabis use disorders,Percent,1995,0.00677100995507,0.00796430289686,0.00567243187451
Prevalence,Wyoming,Both,All Ages,Other drug use disorders,Percent,1995,0.00127616027183,0.00139674282008,0.00115341916912
Prevalence,Montana,Both,All Ages,Drug use disorders,Percent,1995,0.0246101998907,0.0261003682372,0.0231787801277
Prevalence,Montana,Both,All Ages,Opioid use disorders,Percent,1995,0.00963869824894,0.0104267718857,0.00882941300177
Prevalence,Montana,Both,All Ages,Cocaine use disorders,Percent,1995,0.00271062977599,0.00307187376419,0.00238484934422
Prevalence,Montana,Both,All Ages,Amphetamine use disorders,Percent,1995,0.00115769462418,0.00155324633351,0.000844380414432
Prevalence,Montana,Both,All Ages,Cannabis use disorders,Percent,1995,0.0103660700419,0.0116047549285,0.00920804019788
Prevalence,Montana,Both,All Ages,Other drug use disorders,Percent,1995,0.00116834180886,0.0012792326731,0.00105949266284
Prevalence,New York,Both,All Ages,Drug use disorders,Percent,1994,0.0360559060779,0.037935031832,0.0342548870506
Prevalence,New York,Both,All Ages,Opioid use disorders,Percent,1994,0.0133183800354,0.014493061418,0.0121949630515
Prevalence,New York,Both,All Ages,Cocaine use disorders,Percent,1994,0.00941872250274,0.00981802655368,0.00896290169765
Prevalence,New York,Both,All Ages,Amphetamine use disorders,Percent,1994,0.00196005609344,0.00234557864072,0.00160109795781
Prevalence,New York,Both,All Ages,Cannabis use disorders,Percent,1994,0.0110156751246,0.0121052961242,0.00991137653675
Prevalence,New York,Both,All Ages,Other drug use disorders,Percent,1994,0.00132356138719,0.00142359978442,0.00120949754149
Prevalence,Kentucky,Both,All Ages,Drug use disorders,Percent,1994,0.040584610792,0.0427903477102,0.0386137837756
Prevalence,Kentucky,Both,All Ages,Opioid use disorders,Percent,1994,0.0283705191771,0.0297777970013,0.0267363780843
Prevalence,Kentucky,Both,All Ages,Cocaine use disorders,Percent,1994,0.00294102374263,0.00328811175849,0.00260649192476
Prevalence,Kentucky,Both,All Ages,Amphetamine use disorders,Percent,1994,0.00207209678806,0.00247401809319,0.00173204611004
Prevalence,Kentucky,Both,All Ages,Cannabis use disorders,Percent,1994,0.0069610090768,0.00817125014707,0.00599076792959
Prevalence,Kentucky,Both,All Ages,Other drug use disorders,Percent,1994,0.00132220674613,0.00142934851257,0.00120135944699
Prevalence,Rhode Island,Both,All Ages,Drug use disorders,Percent,1994,0.0501583044428,0.0521829886984,0.0483027378407
Prevalence,Rhode Island,Both,All Ages,Opioid use disorders,Percent,1994,0.0185586460826,0.0196705711959,0.017052274291
Prevalence,Rhode Island,Both,All Ages,Cocaine use disorders,Percent,1994,0.0141130751651,0.0147537300303,0.013665926695
Prevalence,Rhode Island,Both,All Ages,Amphetamine use disorders,Percent,1994,0.00584235277282,0.00639007453392,0.00531463083115
Prevalence,Rhode Island,Both,All Ages,Cannabis use disorders,Percent,1994,0.0122137376997,0.0134898677531,0.0109886356328
Prevalence,Rhode Island,Both,All Ages,Other drug use disorders,Percent,1994,0.00124470869299,0.00135039015073,0.00113161096818
Prevalence,Georgia,Both,All Ages,Drug use disorders,Percent,1994,0.0275946423811,0.0292463433158,0.0260214067304
Prevalence,Georgia,Both,All Ages,Opioid use disorders,Percent,1994,0.00960353590143,0.0106080508328,0.00859509744667
Prevalence,Georgia,Both,All Ages,Cocaine use disorders,Percent,1994,0.00481398150595,0.00527037681008,0.00436560270211
Prevalence,Georgia,Both,All Ages,Amphetamine use disorders,Percent,1994,0.00454761518882,0.0051261178937,0.00405835091673
Prevalence,Georgia,Both,All Ages,Cannabis use disorders,Percent,1994,0.00801702536108,0.00917221250564,0.00687723814387
Prevalence,Georgia,Both,All Ages,Other drug use disorders,Percent,1994,0.00118148446465,0.00128377374235,0.00107106987295
Prevalence,Virginia,Both,All Ages,Drug use disorders,Percent,1995,0.0259573303907,0.0275535401797,0.024413742385
Prevalence,Virginia,Both,All Ages,Opioid use disorders,Percent,1995,0.00909458138739,0.00990464257241,0.00826044764843
Prevalence,Virginia,Both,All Ages,Cocaine use disorders,Percent,1995,0.0056426317205,0.00608421368658,0.00523980359056
Prevalence,Virginia,Both,All Ages,Amphetamine use disorders,Percent,1995,0.00271288354339,0.00323867693469,0.00230247279403
Prevalence,Virginia,Both,All Ages,Cannabis use disorders,Percent,1995,0.00776853463185,0.0090640382772,0.00664420006355
Prevalence,Florida,Both,All Ages,Opioid use disorders,Percent,1995,0.0119341909175,0.012758435361,0.0111097879503
Prevalence,Florida,Both,All Ages,Cocaine use disorders,Percent,1995,0.00652271856973,0.00691784405971,0.00614748689864
Prevalence,Florida,Both,All Ages,Amphetamine use disorders,Percent,1995,0.00141741240008,0.00179879775481,0.00110274286316
Prevalence,Florida,Both,All Ages,Cannabis use disorders,Percent,1995,0.00705436028665,0.00815764773525,0.00605702398172
Prevalence,Florida,Both,All Ages,Other drug use disorders,Percent,1995,0.0013107046716,0.00142870902333,0.00119826194422
Prevalence,Wisconsin,Both,All Ages,Drug use disorders,Percent,1995,0.0304466591248,0.0320141843886,0.0289254323552
Prevalence,Wisconsin,Both,All Ages,Opioid use disorders,Percent,1995,0.00935775457438,0.0101841135458,0.00856259279612
Prevalence,Wisconsin,Both,All Ages,Cocaine use disorders,Percent,1995,0.00673110672549,0.00718046114095,0.00631897356371
Prevalence,Wisconsin,Both,All Ages,Amphetamine use disorders,Percent,1995,0.00492146967757,0.00539967867918,0.00447245485165
Prevalence,Wisconsin,Both,All Ages,Cannabis use disorders,Percent,1995,0.00889772041257,0.0102015908529,0.00782491045481
Prevalence,Wisconsin,Both,All Ages,Other drug use disorders,Percent,1995,0.00121288095856,0.00133427312214,0.00110237496002
Prevalence,Washington,Both,All Ages,Drug use disorders,Percent,1994,0.0324947737939,0.0343184726418,0.0310390921381
Prevalence,Washington,Both,All Ages,Opioid use disorders,Percent,1994,0.0130968437236,0.0141078924186,0.0120564241689
Prevalence,Washington,Both,All Ages,Cocaine use disorders,Percent,1994,0.00445545048415,0.00487652709283,0.00404036520935
Prevalence,Washington,Both,All Ages,Amphetamine use disorders,Percent,1994,0.00225485915809,0.00275362323185,0.00187004217887
Prevalence,Washington,Both,All Ages,Cannabis use disorders,Percent,1994,0.0120051893527,0.0134579787738,0.0108621447292
Prevalence,Washington,Both,All Ages,Other drug use disorders,Percent,1994,0.00141238980051,0.00154404306894,0.00127677089177
Prevalence,West Virginia,Both,All Ages,Other drug use disorders,Percent,1994,0.00126312436162,0.00137847339153,0.00114884199596
Prevalence,West Virginia,Both,All Ages,Other drug use disorders,Percent,1995,0.00130870558081,0.00144305268484,0.0011901494679
Prevalence,Kansas,Both,All Ages,Drug use disorders,Percent,1993,0.0191745728848,0.0207002946393,0.0177871044505
Prevalence,Kansas,Both,All Ages,Opioid use disorders,Percent,1993,0.00708824577283,0.00777582032791,0.00632925817862
Prevalence,Kansas,Both,All Ages,Cocaine use disorders,Percent,1993,0.00371271546849,0.00409809310272,0.00335413519253
Prevalence,Kansas,Both,All Ages,Amphetamine use disorders,Percent,1993,0.00118078268001,0.00148011653793,0.00088010379959
Prevalence,Kansas,Both,All Ages,Cannabis use disorders,Percent,1993,0.00639249815387,0.00755188275121,0.00531570472213
Prevalence,Kansas,Both,All Ages,Other drug use disorders,Percent,1993,0.00109768801685,0.00120320484795,0.00100092246721
Prevalence,Florida,Both,All Ages,Drug use disorders,Percent,1994,0.0277488712602,0.0290143181849,0.0264113338004
Prevalence,Iowa,Both,All Ages,Drug use disorders,Percent,1995,0.015347675574,0.0167433941819,0.0141232713459
Prevalence,Iowa,Both,All Ages,Opioid use disorders,Percent,1995,0.00461975049727,0.00524529946772,0.00410352580512
Prevalence,Iowa,Both,All Ages,Cocaine use disorders,Percent,1995,0.00274519724117,0.00309250680794,0.00241723794878
Prevalence,Iowa,Both,All Ages,Amphetamine use disorders,Percent,1995,0.0019111491056,0.00235100669239,0.00153896094034
Prevalence,South Carolina,Both,All Ages,Drug use disorders,Percent,1994,0.0335979553353,0.0354710387305,0.0315654792743
Prevalence,South Carolina,Both,All Ages,Opioid use disorders,Percent,1994,0.0156526731831,0.0168534584886,0.0140855890389
Prevalence,South Carolina,Both,All Ages,Cocaine use disorders,Percent,1994,0.00794035789711,0.00841562814432,0.00748136284386
Prevalence,South Carolina,Both,All Ages,Amphetamine use disorders,Percent,1994,0.00266209365764,0.00317511031542,0.00233266383106
Prevalence,South Carolina,Both,All Ages,Cannabis use disorders,Percent,1994,0.00696643495034,0.0080794462895,0.00590557762608
Prevalence,South Carolina,Both,All Ages,Other drug use disorders,Percent,1994,0.00117605916812,0.00129168889449,0.00108256628154
Prevalence,South Dakota,Both,All Ages,Drug use disorders,Percent,1994,0.0147252171572,0.0159676992439,0.0133258830659
Prevalence,South Dakota,Both,All Ages,Opioid use disorders,Percent,1994,0.00395240867937,0.00451300979149,0.00347526543824
Prevalence,South Dakota,Both,All Ages,Cocaine use disorders,Percent,1994,0.00274113400922,0.00303057293695,0.00241208813196
Prevalence,South Dakota,Both,All Ages,Amphetamine use disorders,Percent,1994,0.00114980446806,0.00143997240142,0.000861078747763
Prevalence,South Dakota,Both,All Ages,Cannabis use disorders,Percent,1994,0.00613703499048,0.00728333728222,0.00518408240747
Prevalence,South Dakota,Both,All Ages,Other drug use disorders,Percent,1994,0.000955834350685,0.00104543814342,0.000874985250904
Prevalence,Oklahoma,Both,All Ages,Drug use disorders,Percent,1993,0.0329997602605,0.034597740212,0.0310264305683
Prevalence,Kansas,Both,All Ages,Drug use disorders,Percent,1994,0.0191492925921,0.0204529368898,0.0178107863227
Prevalence,Kansas,Both,All Ages,Opioid use disorders,Percent,1994,0.00703859436017,0.00772444538694,0.00629054255593
Prevalence,Kansas,Both,All Ages,Cocaine use disorders,Percent,1994,0.00370640915465,0.0040851315764,0.00335207238284
Prevalence,Kansas,Both,All Ages,Amphetamine use disorders,Percent,1994,0.0011931720373,0.00149320271999,0.00089078529939
Prevalence,Kansas,Both,All Ages,Cannabis use disorders,Percent,1994,0.0063738115283,0.00752712694211,0.00530789444248
Prevalence,Kansas,Both,All Ages,Other drug use disorders,Percent,1994,0.00112967906792,0.00123631590951,0.00103052618543
Prevalence,Ohio,Both,All Ages,Drug use disorders,Percent,1993,0.0357817542556,0.0376797057663,0.0341206244021
Prevalence,Ohio,Both,All Ages,Opioid use disorders,Percent,1993,0.0184038950171,0.0196922991917,0.0171794173644
Prevalence,Ohio,Both,All Ages,Cocaine use disorders,Percent,1993,0.00598995590537,0.00644972517707,0.00557927489028
Prevalence,Ohio,Both,All Ages,Amphetamine use disorders,Percent,1993,0.00177660100898,0.00225547661522,0.00144703034873
Prevalence,Ohio,Both,All Ages,Cannabis use disorders,Percent,1993,0.00924459063849,0.0102378037422,0.00824476077707
Prevalence,Ohio,Both,All Ages,Other drug use disorders,Percent,1993,0.00125386293232,0.00136067095891,0.00113807424724
Prevalence,Indiana,Both,All Ages,Cocaine use disorders,Percent,1995,0.00392426326056,0.00433422495541,0.0035621199154
Prevalence,Indiana,Both,All Ages,Amphetamine use disorders,Percent,1995,0.00236100477279,0.00286198488137,0.00197330909288
Prevalence,Indiana,Both,All Ages,Cannabis use disorders,Percent,1995,0.00904552476864,0.0103457969323,0.00791720832059
Prevalence,Indiana,Both,All Ages,Other drug use disorders,Percent,1995,0.00129739214504,0.00141936045981,0.0011768150409
